Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,lat,long,coast,elev,pop
0.13,0.607,0.031,0.002,0.025,0.052,0.151,0.002,-8.8944,148.1124,0.325494632,546,6
0.026,0.504,0.205,0.012,0.197,0.044,0.01,0.002,-9.1872,149.2564,0.00097326,106,4
0.018,0.096,0.012,0.007,0.032,0.267,0.564,0.004,-9.1872,149.2564,0.00097326,106,4
0.012,0.693,0.005,0.016,0.167,0.095,0.008,0.004,-4.5721,141.1954,1.735207246,386,2
0.021,0.202,0.01,0.004,0.015,0.709,0.03,0.008,-4.6297,141.1048,1.824772456,262,2
0.021,0.316,0.057,0.004,0.081,0.166,0.275,0.081,-4.6297,141.1048,1.824772456,262,2
0.074,0.14,0.011,0.004,0.377,0.339,0.014,0.04,-4.6297,141.1048,1.824772456,262,2
0.909,0.025,0.007,0.003,0.018,0.011,0.019,0.007,-4.6297,141.1048,1.824772456,262,2
0.109,0.478,0.015,0.008,0.027,0.334,0.026,0.003,-4.6297,141.1048,1.824772456,262,2
0.117,0.099,0.029,0.005,0.251,0.465,0.028,0.006,-4.6297,141.1048,1.824772456,262,2
0.012,0.095,0.013,0.003,0.046,0.807,0.015,0.007,-4.6297,141.1048,1.824772456,262,2
0.567,0.1,0.017,0.009,0.073,0.103,0.124,0.007,-4.6199,141.0803,1.826449788,184,2
0.019,0.006,0.004,0.002,0.882,0.007,0.011,0.068,-4.6199,141.0803,1.826449788,184,2
0.755,0.08,0.027,0.005,0.05,0.026,0.029,0.029,-4.6199,141.0803,1.826449788,184,2
0.025,0.142,0.024,0.003,0.739,0.057,0.008,0.003,-4.6199,141.0803,1.826449788,184,2
0.018,0.711,0.057,0.002,0.074,0.101,0.036,0.002,-4.6199,141.0803,1.826449788,184,2
0.05,0.202,0.025,0.002,0.032,0.283,0.403,0.003,-4.6199,141.0803,1.826449788,184,2
0.028,0.037,0.006,0.002,0.891,0.016,0.015,0.006,-4.6199,141.0803,1.826449788,184,2
0.915,0.018,0.013,0.003,0.019,0.012,0.016,0.004,-4.6277,141.0965,1.826491493,303,2
0.144,0.095,0.015,0.004,0.046,0.667,0.023,0.005,-4.6277,141.0965,1.826491493,303,2
0.026,0.019,0.903,0.007,0.01,0.025,0.006,0.003,-6.2701,149.7035,0.001388022,86,4
0.141,0.086,0.167,0.043,0.025,0.033,0.503,0.002,-6.2701,149.7035,0.001388022,86,4
0.018,0.652,0.102,0.009,0.011,0.046,0.152,0.009,-6.2701,149.7035,0.001388022,86,4
0.068,0.142,0.052,0.005,0.022,0.045,0.66,0.006,-6.2701,149.7035,0.001388022,86,4
0.171,0.108,0.186,0.042,0.05,0.172,0.262,0.009,-6.2701,149.7035,0.001388022,86,4
0.058,0.133,0.446,0.009,0.055,0.093,0.192,0.014,-6.2701,149.7035,0.001388022,86,4
0.285,0.377,0.035,0.005,0.011,0.155,0.129,0.004,-5.3154,154.6301,0.057659969,60,22
0.877,0.016,0.019,0.011,0.035,0.031,0.007,0.004,-8.0719,147.9895,0.000887865,40,6
0.046,0.778,0.025,0.003,0.082,0.05,0.006,0.01,-8.0719,147.9895,0.000887865,40,6
0.064,0.33,0.296,0.004,0.064,0.162,0.062,0.018,-8.0719,147.9895,0.000887865,40,6
0.895,0.015,0.025,0.01,0.016,0.026,0.007,0.006,-8.0719,147.9895,0.000887865,40,6
0.277,0.336,0.244,0.004,0.011,0.062,0.063,0.003,-6.614711703,147.8540715,0.002335677,202,33
0.283,0.067,0.373,0.003,0.011,0.064,0.17,0.029,-6.614711703,147.8540715,0.002335677,202,33
0.831,0.046,0.009,0.004,0.01,0.036,0.022,0.041,-6.614711703,147.8540715,0.002335677,202,33
0.855,0.06,0.027,0.002,0.017,0.023,0.014,0.002,-6.614711703,147.8540715,0.002335677,202,33
0.021,0.485,0.095,0.006,0.261,0.094,0.03,0.009,-6.614711703,147.8540715,0.002335677,202,33
0.047,0.42,0.014,0.005,0.034,0.207,0.244,0.029,-6.614711703,147.8540715,0.002335677,202,33
0.017,0.058,0.011,0.01,0.016,0.857,0.025,0.007,-6.614711703,147.8540715,0.002335677,202,33
0.513,0.02,0.039,0.003,0.034,0.066,0.321,0.004,-6.614711703,147.8540715,0.002335677,202,33
0.041,0.303,0.361,0.004,0.032,0.021,0.235,0.001,-6.614711703,147.8540715,0.002335677,202,33
0.046,0.429,0.203,0.006,0.047,0.225,0.02,0.024,-6.614711703,147.8540715,0.002335677,202,33
0.801,0.045,0.008,0.013,0.037,0.085,0.008,0.003,-6.614711703,147.8540715,0.002335677,202,33
0.022,0.906,0.024,0.002,0.006,0.015,0.022,0.004,-6.614711703,147.8540715,0.002335677,202,33
0.093,0.061,0.015,0.009,0.02,0.782,0.013,0.008,-6.614711703,147.8540715,0.002335677,202,33
0.278,0.056,0.006,0.002,0.018,0.499,0.137,0.005,-6.614711703,147.8540715,0.002335677,202,33
0.03,0.045,0.023,0.002,0.012,0.432,0.45,0.006,-6.614711703,147.8540715,0.002335677,202,33
0.055,0.064,0.018,0.002,0.027,0.079,0.752,0.003,-6.614711703,147.8540715,0.002335677,202,33
0.005,0.96,0.008,0.001,0.006,0.008,0.009,0.002,-6.614711703,147.8540715,0.002335677,202,33
0.796,0.068,0.01,0.014,0.014,0.04,0.027,0.033,-6.614711703,147.8540715,0.002335677,202,33
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.994,-6.614711703,147.8540715,0.002335677,202,33
0.025,0.761,0.006,0.004,0.138,0.054,0.011,0.002,-6.614711703,147.8540715,0.002335677,202,33
0.009,0.959,0.008,0.002,0.006,0.007,0.007,0.002,-6.614711703,147.8540715,0.002335677,202,33
0.721,0.082,0.009,0.01,0.037,0.127,0.011,0.003,-6.614711703,147.8540715,0.002335677,202,33
0.285,0.279,0.013,0.01,0.038,0.187,0.182,0.006,-6.614711703,147.8540715,0.002335677,202,33
0.008,0.941,0.013,0.001,0.008,0.01,0.016,0.003,-6.614711703,147.8540715,0.002335677,202,33
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.994,-6.614711703,147.8540715,0.002335677,202,33
0.923,0.006,0.011,0.013,0.017,0.01,0.008,0.012,-6.614711703,147.8540715,0.002335677,202,33
0.834,0.036,0.009,0.003,0.033,0.073,0.009,0.002,-6.614711703,147.8540715,0.002335677,202,33
0.271,0.395,0.106,0.006,0.019,0.162,0.035,0.005,-6.614711703,147.8540715,0.002335677,202,33
0.015,0.031,0.004,0.001,0.013,0.656,0.277,0.002,-6.614711703,147.8540715,0.002335677,202,33
0.049,0.648,0.014,0.006,0.016,0.225,0.024,0.019,-6.614711703,147.8540715,0.002335677,202,33
0.038,0.401,0.031,0.006,0.012,0.415,0.094,0.002,-6.614711703,147.8540715,0.002335677,202,33
0.042,0.038,0.048,0.001,0.011,0.054,0.045,0.761,-6.614711703,147.8540715,0.002335677,202,33
0.301,0.359,0.059,0.008,0.042,0.072,0.148,0.011,-6.614711703,147.8540715,0.002335677,202,33
0.02,0.38,0.013,0.004,0.017,0.517,0.03,0.021,-6.614711703,147.8540715,0.002335677,202,33
0.039,0.09,0.005,0.002,0.022,0.606,0.232,0.004,-6.614711703,147.8540715,0.002335677,202,33
0.216,0.442,0.013,0.006,0.132,0.043,0.139,0.009,-6.614711703,147.8540715,0.002335677,202,33
0.219,0.414,0.041,0.006,0.072,0.046,0.192,0.01,-6.614711703,147.8540715,0.002335677,202,33
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.994,-6.614711703,147.8540715,0.002335677,202,33
0.081,0.025,0.013,0.001,0.009,0.032,0.021,0.818,-6.614711703,147.8540715,0.002335677,202,33
0.055,0.124,0.006,0.002,0.016,0.684,0.109,0.003,-6.614711703,147.8540715,0.002335677,202,33
0.257,0.145,0.065,0.002,0.017,0.045,0.043,0.425,-6.614711703,147.8540715,0.002335677,202,33
0.024,0.368,0.021,0.009,0.017,0.454,0.105,0.002,-6.614711703,147.8540715,0.002335677,202,33
0.187,0.288,0.132,0.005,0.039,0.313,0.024,0.012,-6.614711703,147.8540715,0.002335677,202,33
0.008,0.947,0.008,0.001,0.006,0.012,0.016,0.002,-6.614711703,147.8540715,0.002335677,202,33
0.103,0.137,0.037,0.002,0.152,0.486,0.076,0.007,-6.614711703,147.8540715,0.002335677,202,33
0.621,0.257,0.019,0.005,0.044,0.029,0.021,0.004,-6.614711703,147.8540715,0.002335677,202,33
0.881,0.024,0.036,0.003,0.033,0.013,0.007,0.002,-6.614711703,147.8540715,0.002335677,202,33
0.034,0.151,0.503,0.003,0.022,0.183,0.056,0.048,-6.614711703,147.8540715,0.002335677,202,33
0.009,0.294,0.013,0.002,0.011,0.629,0.014,0.028,-6.614711703,147.8540715,0.002335677,202,33
0.02,0.174,0.013,0.001,0.218,0.56,0.009,0.004,-6.614711703,147.8540715,0.002335677,202,33
0.017,0.338,0.199,0.005,0.033,0.167,0.037,0.203,-6.976689379,146.61943,0.327589421,996,27
0.222,0.673,0.018,0.004,0.012,0.054,0.013,0.005,-6.976689379,146.61943,0.327589421,996,27
0.079,0.231,0.031,0.007,0.155,0.203,0.292,0.003,-6.976689379,146.61943,0.327589421,996,27
0.015,0.679,0.038,0.005,0.024,0.222,0.014,0.003,-6.976689379,146.61943,0.327589421,996,27
0.521,0.118,0.006,0.004,0.013,0.329,0.008,0.002,-6.976689379,146.61943,0.327589421,996,27
0.057,0.133,0.137,0.004,0.032,0.479,0.034,0.123,-6.976689379,146.61943,0.327589421,996,27
0.215,0.149,0.024,0.007,0.097,0.44,0.066,0.003,-6.976689379,146.61943,0.327589421,996,27
0.363,0.072,0.077,0.005,0.12,0.195,0.166,0.002,-6.976689379,146.61943,0.327589421,996,27
0.065,0.56,0.009,0.004,0.053,0.298,0.007,0.004,-6.976689379,146.61943,0.327589421,996,27
0.361,0.369,0.023,0.015,0.038,0.178,0.014,0.003,-6.976689379,146.61943,0.327589421,996,27
0.117,0.394,0.093,0.004,0.051,0.312,0.028,0.003,-6.976689379,146.61943,0.327589421,996,27
0.031,0.055,0.018,0.01,0.647,0.212,0.011,0.015,-6.976689379,146.61943,0.327589421,996,27
0.015,0.138,0.018,0.014,0.484,0.313,0.01,0.009,-6.976689379,146.61943,0.327589421,996,27
0.01,0.426,0.009,0.009,0.112,0.374,0.049,0.011,-6.976689379,146.61943,0.327589421,996,27
0.061,0.384,0.019,0.002,0.016,0.479,0.037,0.003,-6.976689379,146.61943,0.327589421,996,27
0.637,0.097,0.126,0.005,0.076,0.041,0.014,0.005,-6.976689379,146.61943,0.327589421,996,27
0.447,0.231,0.058,0.003,0.072,0.154,0.03,0.005,-6.976689379,146.61943,0.327589421,996,27
0.119,0.265,0.116,0.047,0.017,0.416,0.017,0.004,-6.976689379,146.61943,0.327589421,996,27
0.018,0.477,0.131,0.004,0.015,0.137,0.215,0.003,-6.976689379,146.61943,0.327589421,996,27
0.182,0.384,0.03,0.003,0.144,0.2,0.051,0.005,-6.976689379,146.61943,0.327589421,996,27
0.491,0.189,0.023,0.004,0.113,0.134,0.043,0.002,-6.976689379,146.61943,0.327589421,996,27
0.074,0.274,0.471,0.003,0.034,0.091,0.049,0.003,-6.976689379,146.61943,0.327589421,996,27
0.225,0.173,0.012,0.003,0.018,0.553,0.012,0.005,-6.976689379,146.61943,0.327589421,996,27
0.85,0.032,0.02,0.01,0.019,0.022,0.044,0.003,-6.976689379,146.61943,0.327589421,996,27
0.008,0.035,0.057,0.006,0.847,0.031,0.012,0.005,-6.976689379,146.61943,0.327589421,996,27
0.028,0.256,0.061,0.005,0.123,0.491,0.024,0.011,-6.976689379,146.61943,0.327589421,996,27
0.034,0.069,0.013,0.003,0.241,0.574,0.053,0.013,-6.976689379,146.61943,0.327589421,996,27
0.027,0.115,0.027,0.007,0.377,0.329,0.11,0.009,-6.976689379,146.61943,0.327589421,996,27
0.69,0.031,0.146,0.003,0.039,0.027,0.01,0.054,-6.976689379,146.61943,0.327589421,996,27
0.038,0.086,0.01,0.003,0.252,0.55,0.047,0.015,-6.976689379,146.61943,0.327589421,996,27
0.035,0.699,0.041,0.004,0.08,0.102,0.033,0.006,-6.976689379,146.61943,0.327589421,996,27
0.14,0.044,0.023,0.006,0.014,0.042,0.722,0.01,-6.976689379,146.61943,0.327589421,996,27
0.044,0.233,0.031,0.003,0.114,0.536,0.036,0.003,-6.976689379,146.61943,0.327589421,996,27
0.042,0.142,0.012,0.007,0.062,0.629,0.101,0.005,-6.976689379,146.61943,0.327589421,996,27
0.072,0.467,0.02,0.003,0.015,0.171,0.248,0.003,-6.976689379,146.61943,0.327589421,996,27
0.135,0.269,0.023,0.004,0.018,0.532,0.014,0.005,-6.976689379,146.61943,0.327589421,996,27
0.014,0.743,0.028,0.007,0.03,0.163,0.012,0.002,-6.976689379,146.61943,0.327589421,996,27
0.035,0.439,0.042,0.008,0.03,0.268,0.147,0.031,-6.976689379,146.61943,0.327589421,996,27
0.015,0.11,0.029,0.008,0.798,0.027,0.011,0.003,-6.976689379,146.61943,0.327589421,996,27
0.364,0.261,0.045,0.002,0.051,0.206,0.054,0.017,-6.976689379,146.61943,0.327589421,996,27
0.009,0.121,0.034,0.004,0.006,0.814,0.007,0.005,-6.976689379,146.61943,0.327589421,996,27
0.086,0.371,0.01,0.001,0.021,0.399,0.062,0.049,-6.976689379,146.61943,0.327589421,996,27
0.059,0.188,0.023,0.002,0.016,0.701,0.009,0.003,-6.976689379,146.61943,0.327589421,996,27
0.022,0.27,0.009,0.006,0.023,0.658,0.009,0.003,-6.976689379,146.61943,0.327589421,996,27
0.176,0.463,0.01,0.008,0.025,0.295,0.005,0.018,-6.976689379,146.61943,0.327589421,996,27
0.089,0.061,0.021,0.005,0.018,0.654,0.143,0.009,-6.976689379,146.61943,0.327589421,996,27
0.006,0.053,0.006,0.003,0.895,0.023,0.013,0.002,-6.976689379,146.61943,0.327589421,996,27
0.814,0.053,0.023,0.002,0.006,0.028,0.072,0.002,-6.976689379,146.61943,0.327589421,996,27
0.051,0.192,0.018,0.002,0.018,0.708,0.008,0.002,-6.976689379,146.61943,0.327589421,996,27
0.049,0.229,0.047,0.032,0.017,0.21,0.416,0.002,-6.976689379,146.61943,0.327589421,996,27
0.012,0.721,0.032,0.005,0.023,0.195,0.01,0.003,-6.976689379,146.61943,0.327589421,996,27
0.299,0.566,0.012,0.002,0.059,0.045,0.006,0.011,-6.976689379,146.61943,0.327589421,996,27
0.011,0.011,0.017,0.026,0.829,0.093,0.009,0.003,-6.976689379,146.61943,0.327589421,996,27
0.052,0.261,0.446,0.003,0.039,0.163,0.035,0.002,-6.976689379,146.61943,0.327589421,996,27
0.398,0.149,0.024,0.002,0.04,0.321,0.064,0.002,-6.976689379,146.61943,0.327589421,996,27
0.027,0.524,0.011,0.002,0.131,0.28,0.017,0.007,-6.976689379,146.61943,0.327589421,996,27
0.595,0.017,0.02,0.005,0.282,0.052,0.029,0.002,-7.0669,146.4912,0.467261443,913,7
0.016,0.019,0.009,0.004,0.011,0.904,0.007,0.03,-7.0669,146.4912,0.467261443,913,7
0.149,0.674,0.047,0.003,0.02,0.062,0.041,0.004,-7.0669,146.4912,0.467261443,913,7
0.038,0.23,0.022,0.006,0.029,0.654,0.015,0.006,-7.0669,146.4912,0.467261443,913,7
0.073,0.813,0.017,0.003,0.009,0.065,0.014,0.006,-7.0669,146.4912,0.467261443,913,7
0.039,0.26,0.021,0.001,0.026,0.615,0.032,0.005,-7.0669,146.4912,0.467261443,913,7
0.299,0.394,0.02,0.016,0.06,0.117,0.089,0.003,-6.976689379,146.61943,0.327589421,996,27
0.087,0.043,0.266,0.003,0.185,0.352,0.035,0.028,-4.276176,144.968067,0.000859771,85,17
0.011,0.252,0.012,0.004,0.169,0.474,0.048,0.031,-5.233337,145.793434,0.002671035,12,52
0.428,0.275,0.015,0.005,0.034,0.206,0.034,0.004,-5.233337,145.793434,0.002671035,12,52
0.429,0.083,0.022,0.005,0.261,0.139,0.024,0.037,-5.117799,145.777294,0.014175969,27,29
0.011,0.031,0.012,0.002,0.008,0.916,0.005,0.016,-5.290202,145.738452,0.022060279,44,27
0.013,0.568,0.029,0.005,0.075,0.248,0.052,0.009,-5.233337,145.793434,0.002671035,12,52
0.046,0.171,0.177,0.004,0.141,0.437,0.02,0.004,-5.233337,145.793434,0.002671035,12,52
0.015,0.562,0.008,0.003,0.049,0.353,0.006,0.004,-5.290202,145.738452,0.022060279,44,27
0.005,0.009,0.004,0.003,0.004,0.004,0.971,0.002,-10.19236,150.30764,0.005101375,374,13
0.003,0.007,0.004,0.003,0.005,0.004,0.972,0.002,-10.19217,150.29102,0.007448564,120,9
0.004,0.004,0.004,0.003,0.005,0.004,0.971,0.002,-10.19217,150.29102,0.007448564,120,9
0.053,0.025,0.058,0.005,0.008,0.027,0.8,0.024,-10.1832,150.26656,0.020518302,131,10
0.014,0.674,0.016,0.003,0.08,0.181,0.014,0.019,-10.1832,150.26656,0.020518302,131,10
0.016,0.062,0.01,0.006,0.118,0.062,0.723,0.004,-10.17267,150.23245,0.034089267,193,7
0.023,0.047,0.006,0.003,0.25,0.047,0.615,0.008,-10.19217,150.29102,0.007448564,120,9
0.007,0.008,0.01,0.007,0.019,0.006,0.942,0.002,-10.30505,150.44356,0.003457727,158,6
0.024,0.157,0.007,0.008,0.04,0.022,0.74,0.002,-10.30505,150.44356,0.003457727,158,6
0.01,0.005,0.007,0.004,0.006,0.014,0.949,0.005,-10.19236,150.30764,0.005101375,374,13
0.007,0.044,0.016,0.006,0.011,0.037,0.877,0.002,-10.30505,150.44356,0.003457727,158,6
0.004,0.004,0.004,0.002,0.004,0.007,0.972,0.002,-10.18943,150.2748,0.018550429,459,6
0.013,0.014,0.006,0.003,0.011,0.012,0.939,0.003,-10.19236,150.30764,0.005101375,374,13
0.003,0.004,0.006,0.002,0.005,0.006,0.972,0.002,-10.19236,150.30764,0.005101375,374,13
0.017,0.016,0.011,0.005,0.014,0.015,0.915,0.006,-10.30505,150.44356,0.003457727,158,6
0.008,0.004,0.012,0.002,0.005,0.007,0.93,0.032,-10.32991,150.52335,0.003006855,158,6
0.023,0.007,0.008,0.004,0.006,0.02,0.92,0.013,-10.18212,150.23562,0.038697748,324,6
0.036,0.431,0.063,0.015,0.049,0.232,0.17,0.004,-10.18212,150.23562,0.038697748,324,6
0.009,0.008,0.009,0.005,0.01,0.007,0.942,0.01,-8.433,151.1191,0.011268405,14,32
0.012,0.005,0.11,0.013,0.004,0.007,0.845,0.004,-10.1832,150.26656,0.020518302,131,10
0.02,0.179,0.025,0.004,0.03,0.375,0.225,0.142,-10.19217,150.29102,0.007448564,120,9
0.029,0.199,0.022,0.005,0.043,0.415,0.219,0.067,-10.17906,150.24064,0.032847967,138,11
0.232,0.036,0.199,0.008,0.043,0.129,0.346,0.006,-10.18943,150.2748,0.018550429,459,6
0.022,0.008,0.009,0.004,0.005,0.006,0.933,0.014,-10.315703,150.458779,0.003951278,212,6
0.005,0.01,0.011,0.003,0.009,0.006,0.955,0.002,-10.315703,150.458779,0.003951278,212,6
0.006,0.008,0.009,0.004,0.009,0.006,0.955,0.002,-10.315703,150.458779,0.003951278,212,6
0.013,0.013,0.006,0.004,0.824,0.131,0.004,0.005,-3.43413,142.54417,0.196454931,527,12
0.015,0.01,0.006,0.002,0.94,0.021,0.003,0.003,-3.4203,142.5465,0.182558311,858,8
0.004,0.004,0.003,0.004,0.977,0.003,0.002,0.003,-3.38654,142.5723,0.14455878,705,8
0.012,0.046,0.014,0.009,0.734,0.115,0.07,0.002,-3.38654,142.5723,0.14455878,705,8
0.006,0.019,0.005,0.075,0.872,0.014,0.004,0.005,-3.40941,142.56466,0.168435719,712,12
0.029,0.333,0.037,0.041,0.339,0.18,0.007,0.034,-3.38654,142.5723,0.14455878,705,8
0.008,0.01,0.005,0.011,0.94,0.014,0.009,0.004,-3.40941,142.56466,0.168435719,712,12
0.007,0.007,0.006,0.01,0.95,0.008,0.008,0.003,-3.40941,142.56466,0.168435719,712,12
0.011,0.016,0.016,0.019,0.875,0.019,0.008,0.035,-3.3911,142.5737,0.148802569,572,8
0.004,0.003,0.003,0.003,0.979,0.003,0.002,0.003,-3.3911,142.5737,0.148802569,572,8
0.003,0.005,0.003,0.004,0.977,0.003,0.002,0.003,-3.3911,142.5737,0.148802569,572,8
0.004,0.003,0.003,0.003,0.979,0.003,0.002,0.003,-3.38654,142.5723,0.14455878,705,8
0.009,0.02,0.004,0.003,0.885,0.05,0.004,0.024,-3.37885,142.56524,0.138278212,478,8
0.018,0.111,0.051,0.026,0.561,0.103,0.125,0.006,-3.3911,142.5737,0.148802569,572,8
0.019,0.014,0.008,0.004,0.932,0.009,0.01,0.004,-3.40941,142.56466,0.168435719,712,12
0.015,0.059,0.005,0.015,0.873,0.026,0.005,0.003,-3.37885,142.56524,0.138278212,478,8
0.032,0.101,0.025,0.534,0.08,0.17,0.055,0.003,-3.38654,142.5723,0.14455878,705,8
0.01,0.24,0.009,0.004,0.672,0.026,0.033,0.006,-3.37885,142.56524,0.138278212,478,8
0.011,0.649,0.024,0.004,0.105,0.195,0.01,0.003,-3.38654,142.5723,0.14455878,705,8
0.001,0.001,0.001,0.995,0.001,0.001,0.001,0.001,-3.37885,142.56524,0.138278212,478,8
0.012,0.22,0.005,0.521,0.039,0.191,0.009,0.004,-3.3911,142.5737,0.148802569,572,8
0.004,0.041,0.004,0.005,0.007,0.927,0.008,0.005,-3.38654,142.5723,0.14455878,705,8
0.001,0.001,0.001,0.995,0.001,0.001,0.001,0.001,-3.38654,142.5723,0.14455878,705,8
0.001,0.001,0.001,0.995,0.001,0.001,0.001,0.001,-3.38654,142.5723,0.14455878,705,8
0.001,0.001,0.001,0.994,0.001,0.001,0.001,0.001,-3.633911,142.5737,0.37698533,226,12
0.02,0.329,0.008,0.035,0.217,0.366,0.02,0.005,-3.38654,142.5723,0.14455878,705,8
0.02,0.631,0.015,0.003,0.117,0.171,0.03,0.014,-3.39499,142.57804,0.150618861,604,8
0.008,0.076,0.013,0.01,0.013,0.852,0.023,0.005,-3.40941,142.56466,0.168435719,712,12
0.014,0.458,0.044,0.019,0.053,0.307,0.104,0.002,-3.4203,142.5465,0.182558311,858,8
0.031,0.059,0.008,0.007,0.78,0.074,0.008,0.032,-3.39499,142.57804,0.150618861,604,8
0.007,0.019,0.008,0.002,0.904,0.052,0.006,0.002,-3.39499,142.57804,0.150618861,604,8
0.004,0.043,0.004,0.006,0.007,0.924,0.006,0.006,-3.37885,142.56524,0.138278212,478,8
0.004,0.024,0.004,0.005,0.009,0.944,0.007,0.003,-3.37885,142.56524,0.138278212,478,8
0.001,0.001,0.001,0.995,0.001,0.001,0.001,0.001,-3.38654,142.5723,0.14455878,705,8
0.01,0.045,0.008,0.044,0.014,0.856,0.016,0.008,-3.42522,142.55756,0.185271937,523,12
0.016,0.016,0.008,0.007,0.909,0.02,0.009,0.013,-3.42522,142.55756,0.185271937,523,12
0.023,0.016,0.011,0.005,0.904,0.021,0.007,0.014,-3.42522,142.55756,0.185271937,523,12
0.043,0.066,0.044,0.672,0.09,0.032,0.046,0.007,-3.37885,142.56524,0.138278212,478,8
0.014,0.496,0.026,0.001,0.055,0.397,0.007,0.004,-3.42522,142.55756,0.185271937,523,12
0.016,0.327,0.029,0.067,0.167,0.372,0.016,0.006,-3.4203,142.5465,0.182558311,858,8
0.004,0.613,0.024,0.005,0.168,0.173,0.009,0.004,-3.4203,142.5465,0.182558311,858,8
0.019,0.145,0.015,0.008,0.714,0.065,0.029,0.006,-3.3911,142.5737,0.148802569,572,8
0.001,0.001,0.001,0.995,0.001,0.001,0.001,0.001,-3.37885,142.56524,0.138278212,478,8
0.001,0.001,0.001,0.995,0.001,0.001,0.001,0.001,-3.37885,142.56524,0.138278212,478,8
0.001,0.001,0.001,0.995,0.001,0.001,0.001,0.001,-3.37885,142.56524,0.138278212,478,8